Word,Frequency
world,6
arts,19
served,1
poet,2
robert,1
frost,1
[’01,1
littd,1
’37],1
1930s,1
equally,1
reckless,1
alumni,1
elected,1
what,9
eventually,1
learned,1
typical,1
pattern,1
spent,1
half,1
six,4
overseer,4
wondering,1
doing,1
then,7
recalled,2
agenda,2
presumed,1
so,5
proposed,2
overseers’,1
ad,1
hoc,1
committee,3
quickly,2
established,1
mainly,1
because,4
reason,1
not,5
1992,2
support,3
encouragement,1
new,8
university,1
neil,1
rudenstine,1
created,1
springtime,1
celebration,1
undergraduate,2
activity,1
joined,2
forces,2
myra,1
mayman,1
head,1
office,2
together,2
applied,1
ourselves,1
rare,2
exhilarating,1
task,2
inventing,1
traditions,1
festival,1
parade,1
saturday,1
fair,1
campus,2
barbecue,1
big,3
yellow,1
tent,1
replicated,1
times,3
growing,1
bigger,2
every,4
year,5
impossible,1
imagine,1
school,2
without,4
assure,1
delivering,1
creation,1
lesson,1
power,1
idea,3
yet,1
1995,1
medal,8
awarded,1
during,2
alum,1
highlight,1
instances,1
students,5
sometimes,3
become,1
artists,4
again,1
agreed,1
proposal,1
spring,4
presented,2
jack,1
lemmon,1
[’47],1
delightful,1
open-hearted,1
honoree,2
award,1
annually,1
11,1
these,4
could,5
sadly,1
missed,1
presentation,2
maxine,1
kumin,1
[’46,1
’48,1
ri,1
’63],1
events,1
planned,1
around,2
question-and-answer,1
session,1
conducted,2
audience,3
interested,1
q&as,1
held,1
under,2
auspices,1
arts’,1
splendid,1
“learning,1
performers”,1
yearly,2
conversations,1
medal-winning,1
made,5
core,1
curriculum,1
none,2
educator,1
dazzling,1
inspiring,3
teachers,2
moments,1
those,5
following,2
just,5
talking,1
about,15
several,1
recipients,1
something,2
common,1
told,5
pet,1
projects,3
initiated,1
went,3
outside,1
beyond,3
known,2
having,3
achieved,1
success,5
their,10
fields,1
looked,1
spotted,1
problems,1
challenges,1
figured,1
how,5
help,1
boldly,1
things,4
happen,1
tended,2
tell,2
stories,5
self-aggrandizement,1
only,1
after,2
being,3
prodded,1
sensible,1
businesslike,1
manner,1
describing,1
carpentry,1
well-run,1
meeting,2
many,3
qualities,2
great,2
same,3
people,5
through,4
formulating,1
god,1
knows,1
actions,1
also,3
eminently,1
let,2
give,1
some,3
examples,1
1996,1
recipient,1
pete,4
seeger,6
[’40],1
he,5
thrilled,1
his,5
story,4
sloop,2
clearwater,2
mid,1
60s,1
train,3
york,2
city,2
upstate,1
home,1
sat,1
acquaintance,2
business,1
finance,1
looking,1
window,1
hudson,4
river,3
daydreamed,1
aloud,1
building,1
replica,1
sailing,2
vessels,1
carried,1
goods,1
along,2
route,1
erie,1
canal,1
hundred,1
fifty,1
earlier,1
months,2
chance,1
astonished,1
approached,2
him,2
raised,1
money,3
pete’s,2
fanciful,1
pipe,1
dream,1
response,2
“well,1
guess,1
we’re,1
gonna,1
it”,2
within,1
giving,1
concerts,3
cities,1
towns,1
banks,1
taking,2
children,4
historical,1
field,1
trips,1
raising,1
consciousness,1
sad,1
state,1
polluted,1
using,1
ship,1
potent,1
symbol,1
lobbied,1
federal,1
government,1
behalf,1
clean,1
water,1
act,2
passed,2
1972,1
remains,1
most,3
successful,2
environmental,1
laws,1
level,1
pollution,1
drastically,1
lower,1
change,1
came,2
substantially,1
seeger’s,1
whim,1
folk,1
singer,1
winner,1
bonnie,2
raitt,2
[’72],1
she,9
too,2
height,1
her,5
sold,1
millions,2
records,2
won,1
slew,1
grammy,1
awards,1
fender,2
guitars,1
very,4
lucrative,2
wanted,1
produce,1
sell,1
model,1
autographed,1
guitar,5
suited,1
particular,3
style,1
blues,1
playing,1
answered,1
interest,2
making,2
off,2
autograph,1
accept,1
condition,1
use,2
proceeds,1
sale,1
seed,1
fund,1
inner-city,1
kids,4
country,1
boys,2
girls,2
clubs,1
america,1
insisted,1
lend,1
program,2
spread,1
200,1
venues,1
twelve,1
bonnie’s,1
bright,1
club,1
music,1
strong,1
entire,2
devoted,1
like,3
this:,1
david,1
hays,1
[’52],1
national,1
theatre,1
deaf,1
mira,1
nair,1
[’79],1
film,1
uganda,1
william,1
christie,1
[’66],1
“jardins,1
des,1
voix”,1
yo-yo,1
ma,1
[’76,1
dmus,1
’91],1
silk,1
road,1
project,1
marvelous,1
tales,1
exciting,1
needed,1
hear,1
point:,1
leaving,1
lofty,1
ambitious,1
goals,3
immediate,1
don’t,2
worry,1
discover,1
soon,1
lot,2
achieve,1
extravagant,1
i’m,2
secretly,1
counting,1
go,3
right,1
perilous,1
suffering,1
deeply,1
troubled,2
nation,1
you’re,1
aiming,1
even,3
process,1
getting,2
else,1
can,2
described,1
original,1
aspirations,1
wildly,1
unlikely,1
ways,1
difference,1
much,1
joy,1
pride,1
took,1
accomplished,1
mingled,1
art,1
commerce,1
public,2
take,1
“art”,1
equation;,1
certainly,2
artist,1
follow,1
thing,3
followed,1
symposia,1
seasons,1
tv,1
sitcom,2
3rd,2
rock,2
sun,1
show,2
arguably,1
job,1
i’ve,1
ever,3
had—popular,1
high-profile,1
deliriously,1
fun,1
gave,1
opportunity,1
branch,1
retrospect,1
believe,1
consciously,1
unconsciously,1
annual,1
visits,1
inspired,1
create,1
concurrent,1
career,1
explain,1
tiny,1
always,2
entertained,1
sang,1
songs,3
played,1
classrooms,1
assemblies,1
benefits,1
performing,2
extremely,1
difficult,1
distractible,1
loved,1
sprawled,1
dressing,1
room,1
near,1
sound,1
stage,1
thinking,1
might,1
enthusiasm,1
hit,1
magic,1
wand:,1
suggest,1
tend,1
say,1
yes,3
suggestions,1
album,1
kids’,1
sony,1
led,1
children’s,4
carnegie,1
hall,1
symphony,1
orchestras,1
baltimore,1
pittsburgh,1
detroit,1
chicago,1
started,2
writing,1
became,1
book,9
third,1
fourth,1
referred,1
“actor,1
best-selling,1
author”,1
wrote,1
narration,1
version,1
carnival,1
animals,1
ballet,1
danced,1
role,2
“the,1
elephant”,1
obvious,2
goal,1
delighting,1
seeking,1
stir,1
young,5
educate,2
knowing,1
hold,2
fierce,1
conviction,1
indispensable,1
healthy,1
society,1
—,2
easiest,1
round,1
applause,1
talk,1
stating,1
everywhere,1
evidence,1
foundering,1
assault,1
realized,1
jesuitical,1
zeal,1
mission,2
shape:,1
while,1
they’re,1
busy,1
working,1
completely,1
hand,1
consulting,1
firm,1
los,1
angeles,1
three,1
smart,1
vibrant,1
themselves,1
“broadthink,1
intended,2
laugh,1
devised,1
various,1
publishing,1
media,1
parents,1
schools,1
spun,1
already,2
done,1
carefully,1
refined,1
striving,1
connect,1
dots,1
between,2
entertainment,1
play,1
family,1
attempt,1
however,1
naïve,1
idealistic,1
enliven,1
minds,1
loosen,1
grip,1
violent,1
video,1
games,1
days,2
imagination,1
funny,1
expected,2
boos,1
surprise,1
emerged,1
kind,2
pied,1
piper,1
literacy,1
delighted,1
quixotic,1
chosen,1
such,1
expert,1
collaborators,1
perform,1
eight,1
week,1
broadway,1
sort,1
generally,1
others,1
far,1
voice,1
telephone,1
past,1
march,1
asking,1
deliver,1
today’s,1
overwhelmed,1
daunted,1
basics,1
plotting,1
course,1
reminded,1
lessons:,1
added,1
fifth,1
dictum,1
tailored,1
heading,1
entertainment:,1
finish,1
promised,1
“what,1
number,1
it's,1
crackpot,1
perhaps,2
definitely,1
clearest,1
possible,1
demarcation,1
childhood,2
adulthood,1
write,1
brand,1
recite,1
fond,1
farewell,1
mouse,3
named,1
mahalia,4
goes,1
bring,1
full,1
circle,1
call,1
tale,2
learns,1
it’s,1
calculated,1
curious,1
excited,1
notion,1
general,1
hopefully,1
usefulness,1
extend,1
pouring,1
oil,1
waters:,1
roiled,1
bitter,1
divisive,1
controversy,1
semester,1
cheerful,1
constructive,1
turbulence:,1
studies,1
science,2
oh,1
nothing,1
manuscript,1
reviewed,1
accepted,1
editor,1
simon,1
&,1
schuster,1
publication,1
underway,1
2007,1
purest,1
form,1
gift,4
recitation,1
itself,1
sense,1
yours,1
bookstore,1
find,1
open,1
look,1
verso,1
dedicated,1
more,1
heart,1
old,1
beats,1
hopes,1
lives,1
advance,1
contribution,1
brief,1
author’s,1
notes:,1
mentioned,1
text,1
illustrations,1
distinctly,1
setting,1
page,1
feature,2
dunster,1
house,1
rain,1
seen,1
charles,1
mention,1
news,1
newspaper,1
image,1
crimson,1
finally,1
consultant,1
professor,1
jeremy,1
knowles,1
may,1
want,1
picture,1
plucky,1
granddaughter,1
sit,1
savor,1
sublime,1
absurdity,1
listen,1
storybook,1
[a,1
24,1
stanzas,1
rhyming,1
verse,1
recited,1
author],1
congratulations,1
wonderful,2
