Word,Frequency
well-frogs,4
important,3
issue,2
since,1
plenty,1
around,2
,1
course,5
attorneys,1
immediate,1
point,2
however,1
extensive,1
evidence,3
economy,7
actually,1
brought,1
prosperity,2
areas,1
globe,3
productive,1
integration,1
scarcely,1
be,10
denied,1
recognize,3
enormous,1
inequalities,3
exist,1
across,1
often,5
country,2
relations,1
come,2
from,6
ends,1
they,8
sense,1
assortment,1
local,1
opposition,1
examine,1
manifest,1
disparities,2
give,3
political,4
salience,1
what,5
needed,1
positive,2
market,5
mechanism,2
generating,1
income,2
wealth,1
recognition,2
work,2
institutions,10
need,5
power,8
protection,1
provided,2
democratic,3
practice,1
civil,3
human,3
rights,6
free,3
open,1
media,1
facilities,1
basic,3
healthcare,2
safety,1
nets,1
provisions,1
women's,2
freedom,2
neglected,1
area,1
now,4
receive,1
attention,3
deserves,2
let,2
me,2
few,1
quick,1
examples,1
first,2
well-functioning,1
does,3
obviate,2
democracy,3
latter,1
people,5
live,1
way,1
bossed,1
allow,1
voice,3
demand,3
interests,1
ignored,1
fact,4
no,4
famine,1
ever,1
occurred,1
with,7
press,1
regular,3
elections,1
rudimentary,1
illustration,1
surprising,1
became,1
much,5
stronger,1
east,1
southeast,1
asia,2
crisis,1
1997,1
developed,1
spread,1
albert,1
hirschman,1
discussed,2
alternative,1
exit,1
conflict,1
fostering,1
democracies,1
quite,3
capitalist,1
show,1
distinct,1
preference,1
orderly,1
autocracies,1
adversarial,1
politics,2
governance,1
activist,1
ability,1
participate,1
radically,1
influenced,1
social,5
arrangements,3
microcredit,1
land,2
reform,2
policies,2
furthermore,2
sharing,1
benefits,1
depends,1
prosperous,1
countries,3
deprivation,1
disadvantaged,1
groups,1
united,5
states:,1
example,2
african,4
americans,4
claimed,1
though,1
group,1
poorer,1
american,4
whites,1
typically,1
times,1
richer,1
developing,1
per,1
head,1
terms,4
probability,1
surviving,1
mature,1
ages,2
states,2
fall,1
behind,1
population,1
third,2
regions,1
including,1
substantial,1
parts,1
china,1
put,2
exclusively,1
death,1
violence,1
higher,1
mortality,1
rate,2
continues,1
beyond,1
when,5
any,2
real,3
difference,2
lack,1
medical,1
insurance,1
play,3
breakdown,1
inner-city,1
unprecedented,1
boom,1
enjoyed,1
resolved,1
problems,2
overwhelming,1
empowerment,1
through,2
schooling,1
employment,1
opportunities,1
et,1
cetera,1
most,2
far-reaching,3
effects,1
men,1
women,1
children,2
reduces,1
child,1
mortality;,1
cuts,1
down,2
health,1
hazards,1
adults,1
arising,1
low,1
birth,1
weight;,1
increases,1
range,1
effectiveness,1
debates;,1
influential,2
growth,1
moderating,1
fertility,4
rates,3
influence,1
halving,1
bangladesh,1
decades,1
while,3
some,3
districts,1
high,1
others,1
gender,2
equity,3
already,1
lower,1
britain,1
reach,1
astonishingly,1
large,1
related,1
great,2
john,1
kenneth,1
galbraith,1
made,2
forcefully,1
assessed,1
countervailing,2
exercise,1
another,3
asymmetric,1
domain,2
checked,1
configuration,1
forces,1
was,11
galbraith's,1
book,2
capitalism,1
1952,1
remember,1
reading,2
college,1
calcutta,1
coffee,2
house,1
trying,2
resist,1
evicted,1
waiter,1
unreasonable,1
ground,1
could,1
hog,1
chair,1
finish,1
entire,1
consuming,1
cup,1
occasion,1
got,1
using,1
my,2
determined,1
immovability,1
institutional,6
balance,3
distribution,1
relates,1
closely,1
plurality,1
basis,2
includes,1
among,1
organization,1
bank,2
international,1
monetary,1
fund,1
necessary,1
reexamine,1
running,1
architecture,3
present,2
set,1
middle,1
1940s,2
understanding,2
needs,1
interpreted,1
bretton,2
woods,2
conference,1
held,1
war,3
coming,1
framework,1
did,1
help,1
foster,1
development,3
distributional,1
either,1
sphere,1
bulk,1
africa,1
still,1
under,1
colonial,1
rule,1
kind,1
tolerance,2
insecurity,1
poverty,1
greater,2
west,1
emerged,2
massive,2
depression,1
destructive,2
little,1
huge,1
prospects,1
today,2
existing,2
substantive,1
followed,1
principal,1
big,3
changes,1
priorities,1
involvement,1
security,1
address,1
fully,1
nations,2
forcing,1
concerns,1
un,2
kept,1
state,1
financial,1
precariousness,1
member,1
failing,1
pay,1
dues,1
attempt,1
politicians,1
ill-judged,1
attacks,2
functioning,1
best,1
molehill,1
out,1
mountain,2
economics,1
gets,1
support,1
debate,2
ultimately,1
efficiency,1
markets,1
rather,1
inequality,5
significantly,1
conflicting,1
depending,1
indicators,1
absolutely,1
clear,1
far,1
willing,1
accept,1
were,1
1944,2
reflect,1
mood,1
extent,1
equivalent,1
within-nation,1
protests,1
familiar,1
time,1
common,1
spirit,1
song,1
variant,1
defiant,1
verse,1
composed,1
originally,1
leadbelly:,1
home,1
brave,1
will,1
bourgeoisie,1
quarters,1
dissimilar,1
styles,1
disparate,1
grumbles,1
difficult,1
reject,1
criticisms,1
right,1
rejectable,1
points,1
should,1
repulsed,1
despite,1
confront,1
manifestations,1
1950s,1
phase,1
infancy,1
english,2
friend,2
mine,1
told,1
after,1
visiting,1
he,3
struck,1
language,1
commerce,1
gone,1
candy,1
shop,2
delhi,1
buy,1
sweets,1
found,1
glass,1
jars,1
full,1
candies,1
prominently,1
displayed,1
described,1
contents,1
bold,2
letters,1
superior,1
letters:,1
inferior,1
plain,1
speaking;,1
expected,1
jar,1
called,1
standard,2
growing,1
intolerance,1
draw,1
similar,1
inclination,1
react,1
affluence,1
looked,1
appears,1
intolerable,1
imposition,1
inferiority,1
hundreds,1
millions,1
validate,1
placards,1
posters,1
antiglobalization,1
invitation,1
become,1
critical,1
examination,1
initiatives,1
holiday,1
scrutiny,1
answering,1
deciding,1
ignore,2
voices,1
humanity,1
bacon's,1
words,1
broader,1
pass,1
significance,1
themes,1
theses,1
critically,1
form,1
ultimate,1
neglect,1
