Word,Frequency
table,1
collaborations,1
always,2
remember,1
credit,2
conserved,1
quantity,1
successful,1
collaboration,1
everybody,1
gets,1
90%,1
jimmy,1
stewart,1
elwood,4
p,1
dowd,1
movie,1
harvey,1
got,1
exactly,1
right,1
years,12
ago,2
used,2
say,1
'in,1
world,17
must,3
call,4
oh,2
smart,2
or,3
pleasant',1
well,1
,1
recommend,1
pleasant,1
quote,3
third,2
piece,1
follows,1
begin,3
new,6
stage,1
lives,2
passion,4
if,7
until,1
find,1
one,5
too,2
short,1
go,1
through,2
without,1
caring,1
deeply,2
something,2
incredibly,1
single-minded,1
goal,2
physicist,1
college,1
spent,1
eight,1
graduate,1
post,2
doc,1
berkeley,6
then,4
nine,2
bell,5
labs,5
central,1
focus,2
professional,1
joy,1
physics,1
final,3
pursuing,1
personal,2
old,1
gray,1
look,1
back,2
proud,1
what,4
done,1
source,1
pride,2
won't,1
things,2
acquired,1
recognition,1
received,2
touched,1
decided,1
warm,3
cozy,1
ivory,1
tower,1
considered,1
real,1
world:,1
university,2
mary,1
poppins,1
practically,1
perfect,1
way,1
wanted,3
behind,1
articles,1
scientific,5
journals,1
give,3
birth,1
own,2
set,1
children,4
ted,1
geballe,1
friend,1
distinguished,1
colleague,1
mine,1
went,2
earlier,1
described,1
our,15
motives,1
best:,1
part,4
working,1
they,6
come,3
fresh,1
enthusiastic,1
open,1
ideas,1
unscarred,1
battles,1
realize,1
they're,1
recipients,1
society,3
mind,1
ever,2
free,1
creative,1
believing,1
textbooks,2
authoritative,1
eventually,1
figure,1
know,2
everything,1
start,1
think,1
their,2
learning,1
doctoral,1
fellows,1
young,1
researchers,1
worked,1
been,7
extraordinary,3
over,1
30,1
group,2
many,3
research,1
institutions,1
including,2
learned,1
much,6
even,3
rare,1
moments,1
weekends,1
remaining,1
biophysics,1
meet,2
ether,1
cyberspace,1
began,2
teaching,1
idea,1
gave,1
brings,1
begins,1
story,1
discovery,1
dilemma,2
poses,1
it's,2
arms,1
making,2
past,3
several,1
decades,3
climate,10
changing,1
new:,1
earth,2
six,1
ice,4
ages,1
600000,1
however,1
recent,1
measurements,3
show,1
begun,1
rapidly,1
size,2
north,1
polar,1
cap,1
month,1
september,1
half,3
fifty,2
sea,1
level,1
rising,1
since,5
direct,1
1870,1
rate,1
1990,1
five,4
times,1
faster,1
beginning,3
recorded,1
remarkable,2
discovery:,1
human,1
history,3
science,1
predictions,1
how,4
actions,1
affect,2
hundred,1
these,2
changes,2
due,1
increase,2
carbon,5
dioxide,3
put,1
into,2
atmosphere,1
industrial,3
revolution,3
warmed,1
roughly,1
08,1
celsius,1
there,7
already,2
approximately,1
rise,1
built,1
system,1
stop,1
greenhouse,2
gas,1
emissions,2
take,2
deep,1
oceans,1
temperature,2
reaches,1
equilibrium,1
continues,1
business-as-usual,1
path,2
intergovernmental,1
panel,1
predicts,1
fifty-fifty,1
exceed,1
end,1
century,1
sound,1
like,1
let,1
remind,1
6,1
colder,1
canada,1
us,5
down,1
ohio,1
pennsylvania,1
covered,1
round,1
glacier,1
warmer,1
very,4
different,1
place,1
rapid,1
species,1
hard,2
adapting,1
face,2
specter,1
non-linear,1
tipping,2
points,1
cause,2
severe,1
example,1
thawing,1
permafrost,3
contains,1
immense,1
amounts,1
frozen,2
organic,1
matter,1
accumulating,1
millennia,1
soil,1
melts,1
microbes,1
spring,1
debris,1
rot,1
biological,1
activity,1
below,1
freezing,2
above,1
familiar,1
food,1
remains,1
edible,1
long,1
freezer,1
thawed,1
spoils,1
quickly,1
methane,1
released,3
rotting,1
fraction,1
could,2
greater,2
gases,1
date,1
runaway,1
effect,1
problem,2
unintended,1
consequence,1
depend,1
fossil,1
energy,11
keep,1
homes,1
winter,1
cool,1
summer,1
lit,1
night;,1
travel,1
across,2
town,1
continents,1
fundamental,1
reason,1
prosperity,3
enjoy,2
surrender,1
united,1
states,1
four,2
percent,2
world's,2
population,1
consume,2
twenty,1
contrast,1
16,1
billion,1
people,2
access,1
electricity,1
hundreds,1
millions,1
still,1
cook,1
twigs,1
dung,1
within,2
easy,1
reach,1
developing,1
sight,1
willing,1
invest,1
mitigate,1
consequences,1
realized,1
100,1
rooted,1
cultures,1
notion,1
generational,1
responsibility,2
work,1
better,3
entire,1
natural,1
welfare,1
immediate,2
families,1
generations,1
while,1
worried,1
hopeful,1
solve,1
became,1
director,2
lawrence,1
national,1
laboratory,1
because,3
enlist,1
minds,1
help,5
battle,1
against,1
shortest,1
serving,1
78,1
lab,2
left,1
become,2
secretary,1
number,1
exciting,1
institutes,1
uc,1
established,1
extremely,1
privileged,1
obama,2
administration,2
steer,1
america,2
towards,1
sustainable,2
delivering,1
doom,1
gloom,1
optimism,2
opportunity,2
task,1
ahead,1
daunting,1
succeed,1
answers,2
significant,1
savings,1
efficiency,2
conservation,1
low-hanging,1
fruit;,1
fruit,1
lying,1
ground,1
potential,2
make,3
buildings,3
80%,1
efficient,2
investments,1
pay,1
themselves,1
less,2
fifteen,1
40%,1
transition,1
cut,1
revving,1
american,1
innovation,1
engine,1
basis,1
invent,1
improved,1
methods,1
harness,1
sun,1
wind,1
nuclear,2
power,2
capture,1
sequester,1
emitted,1
plants,1
advanced,1
bio-fuels,1
electrification,1
vehicles,1
dependent,1
foreign,1
oil,2
coming,1
almost,1
certainly,1
prices,1
carbon-constrained,1
economy,1
lead,1
development,1
hockey,1
player,1
wayne,1
gretzky,1
asked,1
he,8
positions,1
himself,1
skates,1
where,3
puck,1
laying,1
foundation,1
prosperous,1
asking,1
join,1
intellectual,1
leaders,2
what's,1
stake,1
act,1
knowledge,1
scientists,2
engineers,1
technology,1
solutions,1
economists,1
political,1
create,1
policy,1
options,1
business,2
sustainability,1
integral,1
finally,1
humanists,3
speak,1
common,1
humanity,1
cruelest,1
ironies,1
ones,1
hurt,1
innocent:,1
poorest,1
yet,1
born,1
coda,1
borrowed,1
martin,1
luther,1
king,1
although,1
spoke,1
ending,1
war,1
vietnam,1
in1967,1
his,5
seems,1
fitting,1
crisis:,1
worldwide,1
fellowship,1
lifts,1
neighborly,1
concern,1
beyond,1
one's,1
tribe,1
race,1
class,1
nation,1
all-embracing,1
unconditional,1
love,1
mankind,1
oft,2
misunderstood,1
misinterpreted,1
concept,1
readily,1
dismissed,1
nietzsches,1
weak,1
cowardly,1
force,1
absolute,1
necessity,1
survival,1
man,3
faced,1
tomorrow,1
confronted,1
fierce,1
urgency,1
unfolding,1
conundrum,1
such,1
being,1
william,1
faulkner,1
december,1
10th,1
1950,1
banquet,1
role,2
facing,1
holocaust:,1
believe,1
merely,1
endure:,1
prevail,1
immortal,1
alone,1
among,1
creatures,1
inexhaustible,1
voice,2
soul,1
capable,1
compassion,2
sacrifice,2
endurance,1
poet's,1
writer's,1
duty,1
write,1
privilege,1
endure,1
lifting,1
heart,1
reminding,1
him,1
courage,1
hope,2
pity,1
glory,1
play,1
pursue,1
private,1
passions,1
develop,1
ways,1
large,1
small,1
nothing,1
satisfaction,1
please,1
accept,1
warmest,1
congratulations,1
prosper,1
save,1
planet,1
